129	运维工程师	祭城	2020-08-08	8k-10k	8k-10k 经验不限 / 本科	移动互联网 MySQL Python 网络安全运维 系统安全运维	“五险一金，定期体检，旅游团建”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
130	新媒体运营专员	金水区	2020-09-01	5k-8k	5k-8k 经验3-5年 / 本科	新零售 电商	“股权激励 年终分红”	人工智能,物联网 / 天使轮 / 15-50人	联航物联
131	hrbp经理	郑东新区	2020-11-11	20k-35k	20k-35k 经验5-10年 / 本科	组织发展（OD） 员工关系 HRBP 薪酬福利	“全球最大的互联网在线教育企业”	教育 / 上市公司 / 2000人以上	跟谁学-高途课堂
132	阿里巴巴运营	二七区	2020-10-22	7k-9k	7k-9k 经验3-5年 / 本科	电商 运营	“运营”	其他 / 不需要融资 / 150-500人	郑通风机制造
133	财务助理	金水区	2020-10-13	3k-6k	3k-6k 经验在校/应届 / 本科	汽车 会计 应收应付 往来	“全国连锁”	汽车丨出行 / 未融资 / 少于15人	宝洁龙商贸
134	电商运营主管	郑东新区	2020-09-21	6k-8k	6k-8k 经验3-5年 / 本科	电商 医疗健康 网络推广 运营	“五险一金、周末双休、餐补、交通补、话补”	医疗丨健康 / 未融资 / 50-150人	华之源生物
135	招聘主管	郑东新区	2020-08-14	7k-9k	7k-9k 经验3-5年 / 本科	教育 招聘	“招聘奖金、招聘提成”	教育 / 未融资 / 150-500人	时七教育集团
136	bd经理	金水区	2020-08-24	9k-13k	9k-13k 经验1-3年 / 不限	BD 市场拓展 市场 商务拓展	“8-12k＋五险一金＋TB团建＋法定假期”	人工智能、硬件 / 未融资 / 2000人以上	海南省掌上能量传媒有限公司
137	Amazon(亚马逊)销售运营	五里堡	2020-07-22	6k-8k	6k-8k 经验不限 / 本科	电商 音乐 运营	“五险一金；绩效奖金；团建经费；年度体检”	电商 / B轮 / 500-2000人	致欧跨境电商
138	编导	商务内环	2020-11-20	5k-10k	5k-10k 经验1年以下 / 大专	视频	“五险一金”	移动互联网,文娱丨内容 / 未融资 / 50-150人	郑州九点一刻文化传播有限公司
139	微商社群运营	高新区	2020-12-01	3k-5k	3k-5k 经验1-3年 / 大专	社群运营	“社群运营”	文娱丨内容 / 未融资 / 15-50人	河南次娱网络科技有限公司
140	运营BD	长江路	2020-11-12	4k-8k	4k-8k 经验不限 / 本科	销售 BD 地推 市场拓展	“高薪 时间自由”	企业服务、电商 / 未融资 / 150-500人	人工智能
141	入校运营	金水区	2020-09-14	5k-8k	5k-8k 经验不限 / 本科	教育 运营	“职位晋升，弹性工作”	教育 / 未融资 / 15-50人	优特教育
142	市场运营专员	金水区	2020-07-13	4k-8k	4k-8k 经验不限 / 本科	教育 市场 营销 市场推广 市场策划	“五险一金全勤奖房补通讯补高温补节日福利”	移动互联网,教育 / 不需要融资 / 50-150人	优蓓教育
143	seo优化师	中原区	2020-11-28	4k-5k	4k-5k 经验1年以下 / 大专	电商 信息安全 SEO 推广 渠道	“上市公司，福利满满”	移动互联网,电商 / 上市公司 / 50-150人	亿恩科技
144	亚马逊跨境电商运营经理	郑东新区	2020-07-30	25k-50k	25k-50k 经验3-5年 / 大专	跨境电商 电商运营	“跨境电商运营经理！年薪你说了算！”	电子商务 / 不需要融资 / 15-50人	驿畅网络
145	跨境电商运营专员	金水区	2020-10-13	4k-8k	4k-8k 经验在校/应届 / 大专	电商 运营 电商运营 跨境电商	“双休，五险，假期福利待遇”	教育 / 未融资 / 50-150人	河南乙本末教育科技有限公司
146	运营专员	金水区	2020-10-13	4k-8k	4k-8k 经验在校/应届 / 大专	电商 电商运营 天猫运营 淘宝运营 京东运营	“双休”	教育 / 未融资 / 50-150人	河南乙本末教育科技有限公司
147	用户运营经理	经开区	2020-10-19	6k-9k	6k-9k 经验3-5年 / 大专	移动互联网 新媒体运营 海外运营 网站运营	“Open氛围、五险一金、各种福利、团建、旅游等”	物联网 / 未融资 / 15-50人	集好家
148	渠道管理专家	郑东新区	2020-08-29	30k-50k	30k-50k 经验5-10年 / 大专	酒店 渠道 市场 销售 市场分析	“上市集团、河南**酒店管理公司”	其他 / 上市公司 / 2000人以上	河南建业新生活酒店管理有限公司
149	新媒体运营	紫荆山	2020-08-19	4k-8k	4k-8k 经验3-5年 / 大专	医疗健康 新零售 活动策划 裂变拉新 产品运营 社群运营	“新零售新模式福报事业”	电商,医疗丨健康 / 未融资 / 15-50人	康之伦
150	人事专员	燕庄	2020-07-05	3k-5k	3k-5k 经验1年以下 / 大专	HR 人力资源	“五险一金、月度奖金、国有企业控股”	房产家居 / 未融资 / 2000人以上	城城不动产管理
151	游戏运营	中原区	2020-08-18	9k-12k	9k-12k 经验1-3年 / 大专	游戏 运营 用户增长 裂变拉新	“游戏发展前景好”	电商 / 未融资 / 15-50人	汇千电子
152	feed流/信息流投放	中原区	2020-11-27	5k-10k	5k-10k 经验不限 / 不限	电商 直播 运营 付费内容 电商运营	“单休 节假日休息 年奖”	电商 / 未融资 / 50-150人	复驰商贸
153	新媒体编辑	管城回族区	2020-08-06	4k-6k	4k-6k 经验不限 / 大专	媒体 文案 审核	“发展空间大”	移动互联网 / 未融资 / 50-150人	杭州伊阁
154	电商运营助理	二七区	2020-11-28	3k-6k	3k-6k 经验不限 / 大专	电商 新零售 用户运营 品牌运营 活动运营 品类运营	“运营”	电商 / 未融资 / 少于15人	绳木
155	商家运营	二七区	2020-11-17	4k-8k	4k-8k 经验不限 / 大专	B端用户运营 市场 电商运营	“商家运营 成长空间”	企业服务、电商 / 未融资 / 150-500人	人工智能
156	信息专员	航空港区	2020-08-07	4k-5k	4k-5k 经验不限 / 大专	物流 项目管理 解决方案 需求分析	“发展前景好”	物流丨运输 / 不需要融资 / 50-150人	中州航空有限责任公司
157	商务经理	淮河路	2020-10-27	3k-6k	3k-6k 经验不限 / 大专	广告营销 电商 市场推广 市场策划 数据分析 行业分析	“提成丰厚”	软件开发 / 未融资 / 少于15人	百思达
158	网络推广	管城区	2020-09-08	4k-6k	4k-6k 经验不限 / 大专	SEM SEO 网站推广	“室内弹性工作”	房产家居 / 上市公司 / 150-500人	朝钦节能
159	速卖通运营	管城回族区	2020-07-24	3k-6k	3k-6k 经验不限 / 大专	电商 海外运营 跨境电商 数据分析 运营	“后期能力出众可晋升为运营主管”	电商 / 不需要融资 / 少于15人	唐棣电子商务
160	储备交易员	二七区	2020-07-16	4k-8k	4k-8k 经验不限 / 大专	操盘手 股票 期货 外汇	“薪资3千到8千早九晚六单双轮休五险一金”	金融,其他 / 未融资 / 50-150人	方九实业
161	全职/兼职电商运营	中原区	2020-07-15	8k-9k	8k-9k 经验不限 / 大专	电商 移动互联网 运营 产品运营	“有能力你就来”	电子商务 移动互联网 / 未融资 / 15-50人	青衿网络
162	地推专员	金水区	2020-07-23	6k-10k	6k-10k 经验不限 / 不限	推广 市场 线下拓展 线下推广	“付出等于你的回报”	其他 / 未融资 / 500-2000人	咻电科技
163	市场活动策划	金水区	2020-08-29	4k-6k	4k-6k 经验在校/应届 / 不限	市场推广 消费者分析 营销策划 活动策划	“领导奈斯、员工旅游、节日福利、零食下午茶”	电商,其他 / 不需要融资 / 15-50人	大同家政
164	行政人事主管	金水区	2020-09-15	4k-8k	4k-8k 经验5-10年 / 不限	移动互联网 房产服务 人力资源规划 目标管理 决策能力 团队建设	“弹性工作 、节日福利 、全勤奖 、试用期全额”	电商、房产家居 / 未融资 / 15-50人	希幔网络
165	销售经理	郑东新区	2020-09-10	4k-8k	4k-8k 经验3-5年 / 不限	市场拓展 商务拓展 销售代表	“销售运营”	消费生活 / 未融资 / 2000人以上	天明物业管理
166	销售顾问	管城回族区	2020-12-02	5k-9k	5k-9k 经验不限 / 不限	物流	“影响别人”	物流丨运输 / 未融资 / 15-50人	全时汇货运
167	招生负责人	郑东新区	2020-09-29	20k-30k	20k-30k 经验不限 / 不限	教育 培训 创业 招生 运营 销售	“职业技术教育和高科技行业的广阔市场”	教育,软件开发 / 未融资 / 少于15人	慕朵文化传播
168	销售经理	金水区	2020-10-27	6k-9k	6k-9k 经验不限 / 不限	招聘 客户代表 销售 商务渠道 大客户销售	“职业”	其他 / 未融资 / 15-50人	泰拓建筑装饰
169	置业顾问	中原区	2020-09-26	4k-8k	4k-8k 经验不限 / 不限	信息安全 房产服务	“不试试怎么能知道下一个成功的是谁呢？”	房产家居 / 未融资 / 15-50人	方容房地产营销策划
170	产品经理	中原区	2020-09-09	4k-8k	4k-8k 经验不限 / 不限	房产服务 销售	“你的努力决定你的薪资”	房产家居 / 未融资 / 15-50人	方容房地产营销策划
171	社群运营	北环	2020-08-25	2k-4k	2k-4k 经验不限 / 不限	教育 用户增长 裂变拉新 微信运营	“超好的氛围和成长环境”	移动互联网,教育 / 上市公司 / 500-2000人	网易
172	信息流优化师	东明路	2020-10-30	9k-11k	9k-11k 经验1-3年 / 大专	移动互联网 房产服务	“钱多、事少”	企业服务,广告营销 / 不需要融资 / 150-500人	地标传媒
173	谷歌SEO/SEM/SNS	中原区	2020-08-24	8k-11k	8k-11k 经验1-3年 / 大专	电商 运营 SEM SEO 网络推广	“团队轻松活跃、晋升空间大”	电商 / 未融资 / 15-50人	德沃实业
174	社群运营	二七区	2020-12-10	5k-9k	5k-9k 经验1-3年 / 本科	教育	“领导超级nice”	教育 / 未融资 / 15-50人	上海烨伴教育科技有限公司北京分公司
175	新媒体编辑	金水区	2020-11-21	5k-10k	5k-10k 经验1-3年 / 大专	电商 软文	“高薪”	电商 / 不需要融资 / 150-500人	上九电商
176	信息流优化师	中原区	2020-10-22	8k-10k	8k-10k 经验1-3年 / 大专	电商 SEM SEO 网络推广	“晋升机制分明，有能力的来”	电子商务 / 未融资 / 150-500人	河南快抖文化传媒有限...
177	运营专员	中原区	2020-09-27	3k-5k	3k-5k 经验1-3年 / 本科	分类信息 本地生活 APP推广 销售支持 内容运营 APP运营	“双休，年轻化团队，福利待遇好，平台发展空间大”	消费生活 / 不需要融资 / 50-150人	郑州聚乐
178	SEM优化师	燕庄	2020-09-23	5k-8k	5k-8k 经验1-3年 / 本科	教育 SEM 推广	“30人的运营团队，赚钱的同时也能不断精进自己”	教育 / 不需要融资 / 150-500人	中宇博学教育
179	产品运营	郑东新区	2020-08-18	6k-8k	6k-8k 经验1-3年 / 本科	电商 教育 用户留存 品牌运营 B端用户运营	“五险一金”	移动互联网,企业服务 / 天使轮 / 50-150人	上海颠峰文化传播有限公司
180	淘宝运营	二七区	2020-07-21	8k-10k	8k-10k 经验1-3年 / 大专	移动互联网 运营 SEM APP推广	“单双轮休”	移动互联网,电商 / 不需要融资 / 50-150人	万动力
181	运营专员	管城回族区	2020-11-04	4k-7k	4k-7k 经验1-3年 / 大专	运营	“入职具有突出贡献具有入股机会”	其他 / 未融资 / 50-150人	蜀小仟餐饮管理
182	sem	东明路	2020-10-30	6k-8k	6k-8k 经验1-3年 / 大专		“钱多、事少”	企业服务,广告营销 / 不需要融资 / 150-500人	地标传媒
183	财务会计	金水区	2020-10-10	3k-5k	3k-5k 经验1-3年 / 大专	电商 会计	“财务会计”	电商 / 未融资 / 15-50人	锦速网络
184	seo	高新区	2020-10-23	5k-8k	5k-8k 经验1-3年 / 大专	技能培训 免费班车 带薪年假 绩效奖金	“五险一金、免费住宿、班车接送、福利餐厅”	电商 / 未融资 / 150-500人	郑州悉知
185	竞价专员	金水区	2020-10-22	5k-8k	5k-8k 经验1-3年 / 大专	SEM 竞价	“双休、社保、年假、职位晋升”	教育,移动互联网 / 未融资 / 150-500人	河南文都
186	招商经理	管城回族区	2020-10-19	4k-8k	4k-8k 经验1-3年 / 大专	大客户销售 区域销售	“发展潜力大”	消费生活 / 未融资 / 少于15人	豫米农业
187	阿里巴巴国际站运营	中原区	2020-09-18	5k-8k	5k-8k 经验1-3年 / 大专	电商 阿里国际站运营 阿里巴巴 国际站运营 跨境电商运营	“力美奇集团是河南省**家做游乐设备的企业”	电商 / 未融资 / 150-500人	力美奇游乐设备
188	跨境电商运营	中原区	2020-09-18	5k-8k	5k-8k 经验1-3年 / 大专	游乐设备 婴儿和宠物用品 国际站运营 阿里巴巴运营 淘宝天猫运营	“力美奇集团是河南**家做游乐设备出口企业”	电商 / 未融资 / 150-500人	力美奇游乐设备
189	诚聘sem竞价专员	郑东新区	2020-09-09	5k-7k	5k-7k 经验1-3年 / 大专	SEM SEO	“互联网公司，注重人才，氛围轻松”	软件开发 / 未融资 / 15-50人	安仕晶
190	信息流优化师	高新区	2020-08-31	6k-8k	6k-8k 经验1-3年 / 大专	电商	“上市公司 带薪年假 节假日福利”	电商 / 未融资 / 500-2000人	郑州吉客印
191	游戏活动运营	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	游戏 活动策划 APP运营 活动运营	“五险一金,员工餐,免费体检,国内国外旅游”	游戏 / 未融资 / 50-150人	百易科技
192	运营客服	管城回族区	2020-08-13	4k-6k	4k-6k 经验1-3年 / 大专	电商 售前 淘宝客服 天猫客服 电商客服	“竞岗晋升”	广告营销,软件开发 / 不需要融资 / 50-150人	半岛科技
193	信息流广告优化师	金水区	2020-07-23	4k-8k	4k-8k 经验1-3年 / 大专	网络推广 数据分析	“扁平化管理，弹性工作时间”	广告营销,电商 / 未融资 / 150-500人	惠达广告
194	信息流广告优化师	高新区	2020-07-16	4k-8k	4k-8k 经验1-3年 / 大专	电商 SEM SEO 海外市场推广	“扁平式管，缴纳五险一金”	电商 / 未融资 / 500-2000人	郑州吉客印
195	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
196	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
197	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
198	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
199	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
200	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
201	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
202	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
203	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
204	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
205	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
206	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
207	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
208	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
209	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
210	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
211	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
212	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
213	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
214	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
215	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
216	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
217	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
218	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
219	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
220	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
221	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
222	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
223	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
224	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
225	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
226	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
227	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
228	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
229	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
230	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
231	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
232	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
233	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
234	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
235	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
236	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
237	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
238	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
239	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
240	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
241	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
242	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
243	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
244	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
245	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
246	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
247	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
248	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
249	在线客服	金水区	2020-07-07	4k-8k	4k-8k 经验1-3年 / 大专	移动互联网 医疗健康	“周末双休 年终奖金 绩效奖金”	电商 / 不需要融资 / 50-150人	百子湾
250	产品运营	金水区	10:22发布	5k-10k	5k-10k 经验1-3年 / 本科	移动互联网 数据分析 策略运营	“五险一金、带薪年假、节日福利、”	移动互联网,消费生活 / B轮 / 500-2000人	UU跑腿
251	策略产品经理	中原区	2天前发布	10k-15k	10k-15k 经验3-5年 / 大专	移动产品/APP 推荐 用户增长 移动产品	“五险一金+双休+年终奖+项目奖金”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
252	市场部经理（双休+五险+大牛带队+丰富福利）	中原区	2天前发布	16k-20k	16k-20k 经验3-5年 / 大专	部门管理 领导力	“双向晋升通道，团队管理，定期团建，”	移动互联网,游戏 / B轮 / 500-2000人	安徽省刀锋网络科技有限公司
253	项目经理	高新区	2020-12-15	8k-15k	8k-15k 经验3-5年 / 大专	信息安全 政务 项目管理 过程管理 需求分析	“政府主导、自研项目、六险一金、提供食宿”	信息安全 / 不需要融资 / 50-150人	崤云安全
254	算法工程师（中级、高级）	郑东新区	2020-11-16	15k-30k	15k-30k 经验1-3年 / 本科	算法工程师	“五险一金 住房餐贴 带薪年假 交通补助”	金融 / 上市公司 / 2000人以上	中原银行
255	市场调研	航空港区	2020-12-04	8k-10k	8k-10k 经验3-5年 / 本科	信息收集 数据分析 竞品调研	“工作弹性 管理正规”	电商,数据服务 / 上市公司 / 2000人以上	富士康科技集团
256	客户经理	祭城	2020-08-08	6k-7k	6k-7k 经验在校/应届 / 本科	教育 移动互联网	“五险一金、工作餐、图书馆、健身房等等”	教育,移动互联网 / 不需要融资 / 150-500人	校信通
257	数据运营专员	金水区	2020-08-24	4k-6k	4k-6k 经验1-3年 / 大专	移动互联网 活动运营 游戏运营 APP运营 数据分析	“五险一金 免费午餐 体检 节假日福利 年终奖”	游戏 / 未融资 / 50-150人	百易科技
