25	数据分析师	南山区	15:00发布	9k-15k	9k-15k 经验1-3年 / 大专	物流 地图 需求分析 数据分析 竞品分析	“周末双休 季度奖金 年终奖金”	企业服务,软件开发 / 上市公司 / 2000人以上	法本信息
26	数据分析师	龙岗区	09:21发布	12k-18k	12k-18k 经验1-3年 / 本科	需求分析 数据分析	“五险一金 周末双休 带薪年假”	移动互联网,消费生活 / D轮及以上 / 2000人以上	货拉拉
27	数据分析师	科技园	13:58发布	10k-15k	10k-15k 经验1-3年 / 本科	用户研究 需求分析 数据分析 策略	“五险一金，组织旅游，节日福利”	金融,移动互联网 / 未融资 / 50-150人	时代区块链
28	高级数据分析师	西丽	13:51发布	15k-25k	15k-25k 经验3-5年 / 本科	电商 MySQL 数据挖掘 数据分析 python	“国际化团队 大牛多 知名风投”	电商 / C轮 / 500-2000人	盈富斯
29	数据分析师	科技园	15:21发布	20k-30k	20k-30k 经验3-5年 / 本科	金融 互联网 SQL 数据分析	“有前景”	金融,软件开发 / 不需要融资 / 150-500人	金腾科技信息（深圳）有限公司
30	数据分析师	福田区	13:35发布	9k-16k	9k-16k 经验1-3年 / 本科	房产服务 数据分析 SQL	“年14薪+N，成长空间大”	移动互联网,消费生活 / 不需要融资 / 50-150人	乐有家
31	数据分析师	南山区	16:05发布	7k-9k	7k-9k 经验1-3年 / 本科	企业服务 移动互联网	“朝九晚六周末双休+六险一金+班车早餐夜宵券”	企业服务,人工智能 / 上市公司 / 2000人以上	亿达信息
32	0231U6-数据分析岗	福田区	00:00发布	15k-20k	15k-20k 经验1-3年 / 本科	大数据 金融 BI 数据分析	“五险一金,绩效奖金,定期体检,节日福利”	金融 / 上市公司 / 2000人以上	平安人寿
33	数据分析师	南油	11:43发布	15k-30k	15k-30k 经验3-5年 / 本科	数据分析 SQL	“鹅厂大平台 同事牛人多”	社交 / 上市公司 / 2000人以上	腾讯
34	数据分析	科技园	12:02发布	15k-28k	15k-28k 经验5-10年 / 本科	可视化 商业 数据运营	“五百强、海景工位、免费食堂”	人工智能,物联网 / 未融资 / 500-2000人	恒大高科技集团
35	高级数据分析师	南山区	11:08发布	15k-25k	15k-25k 经验3-5年 / 本科	教育 电商 SQL	“七险一金 年终奖 员工福利 餐补 绩效奖金”	移动互联网,教育 / 不需要融资 / 500-2000人	广州市果肉教育科技有限公司
